nomor;sifat;jenis;hal;tgl;user;ruang
445/62056/102.9/2022;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara Balai Monitor Spektrum Frekuensi Radio Kelas I Surabaya dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Sewa Lokasl Stasiun Monitor SMFR Kota Madiun;02/11/2022;Dian;NULL
RSSM/ND/UMM/183/2022;Penting;Nota Dinas;Upacara Peringatan Hari Jadi Ke 77 Provinsi Jawa Timur dan Peniadaan Apel Rutin Virtual;07/10/2022;Dian;NULL
RSSM/ND/UMM/183/2022;Penting;Nota Dinas;Upacara Peringatan Hari Jadi Ke77 Provinsi Jawa Timur dan Peniadaan Apel Rutin Virtual;07/10/2022;Dian;TU
445/56247/102.9/2022;Penting;Surat Keterangan;Surat Pengantar Perjanjian Kerja Sama antara Politeknik Kesehatan Kementerian Kesehatan Semarang dengan RSUD dr. Soedono Madiun tentang Kerjasama dalam Pelaksanaan Tri Dharma Perguruan Tinggi.;05/10/2022;Dian;NULL
445/54834/102.9/2022;Penting;Lain-lain;Pemberitahuan Pengembangan Layanan Rawat lnap Jiwa di RSUD dr. Soedono;29/09/2022;Dian;NULL
445/54552/102.9/2022;Penting;Surat Pengntar;Surat Pengantar Addendum Perjanjian Kerja Sama antara Yayasan Kesehatan Pertamina dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pelayanan Kesehatan;28/09/2022;Dian;NULL
800/54830/102.9/2022;Penting;Surat Tugas;Melaksanakan tugas sebagai Tim Paduan Suara dalam Kegiatan Lomba Paduan Suara Lagu Mars Jawa Timur dalam Rangkaian Hari Jadi ke 77 Provinsi Jawa Timur;28/09/2022;Dian;NULL
RSSM/ND/UMM/167/2022;Penting;Nota Dinas;Upacara Peringatan Hari Kesaktian Pancasila di Lingkungan RSUD dr. Soedono;26/09/2022;Dian;NULL
800/54086/102.9/2022;Penting;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera Memperingati Hari Kesaktian Pancasila Tahun 2022 di RSUD dr. Soedono;26/09/2022;Dian;NULL
445/53826/102.9/2022;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Fakultas Ekonomika dan Bisnis Universitas Negeri Surabaya dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Kerjasama di Bidang Merdeka Belajar, Pengembangan Pendidikan, Penelitian dan Pengabdian kepada Masyarakat;22/09/2022;Dian;NULL
445/53657/102.9/2022;Penting;Surat Keterangan;Surat keterangan rawat inap;22/09/2022;Dian;NULL
RSSM/ND/UMM/165/2022;Penting;Nota Dinas;Pemberitahuan Update Daftar Link Produk EKatalog;21/09/2022;Dian;NULL
445/54079/102.9/2022;Penting;Lain-lain;PemberitEhuan Terlusur ke Kantor Kes BPD Jawa Timur RSUD dr. Soedono Provinai Jawa Timur;20/09/2022;Dian;NULL
445/54078/102.9/2022;Penting;Lain-lain;Pemberitahuan Terlusur ke KPRI Husada Sejahtera RSUD dr. Soedono Provinsi Jawa Timur;20/09/2022;Dian;NULL
445/52873/102.9/2022;Penting;Surat Pengntar;Surat Pengantar Hasil Audit Perinatal  a.n By. Ny. Putri Regina;19/09/2022;Dian;NULL
RSSM/ND/UMM/164/2022;Penting;Nota Dinas;Peniadaan Apel Rutin Virtual Tanggal22 Seglember 2022;19/09/2022;Dian;NULL
445/52872/102.9/2022;Penting;Surat Permohonan;Permohonan Kerjasama Pelayanan Rujukan;19/09/2022;Dian;NULL
445/52370/102.9/2022;Penting;Surat Permohonan;Permohonan lzin untuk Tidak Mengikuti Kegiatan Perkuliahan (dr. Meddy);15/09/2022;Dian;NULL
445/52369/102.9/2022;Penting;Surat Permohonan;Permohonan lzin untuk Tidak Mengikuti Kegiatan Perkuliahan (dr. Heru Susilo);15/09/2022;Dian;NULL
445/52601/102.9/2022;Penting;Lain-lain;Usulan Penundaan Kegiatan Supervisi;15/09/2022;Dian;NULL
RSSM/ND/PPE/006/2022;Penting;Surat Permohonan;Permohonan telaah Data SATA Jatim untuk persiapan Open Data Jatim RSUD dr. Soedono Madiun;14/09/2022;Dian;NULL
180/51858/102.9/2023;Penting;Surat Permohonan;Permohonan Saran/ Pertimbangan Penilaian Kinerja Dewan Pengawas;13/09/2022;Dian;NULL
445/51856/102.9/2022;Penting;Surat Permohonan;Permohonan Kerja Sama Penyediaan Air BersiL Kondisi Darurat;13/09/2022;Dian;NULL
445/51613/102.9/2022;Penting;Surat Permohonan;Permohonan Pemakaman Nur Ahmad Tamrin;12/09/2022;Dian;NULL
RSSM/ND/UMM/156/2022;Penting;Nota Dinas;Permintaan Jumlah karyawan yang jaga pagi dan siang tanggal 21 dan 22 pada Kegiatan Simulasi Survey Akreditasi RSUD dr. Soedono Provinsi Jatim;09/09/2022;Dian;NULL
RSSM/ND/UMM/155/2022;Penting;Nota Dinas;lnstruksi Gubernur Jawa Timur Nomor i/INST/O13/2022;07/09/2022;Dian;NULL
RSSM/ND/UMM/154/2022;Penting;Nota Dinas;Penangguhan Perjalanan Dinas ke Luar Negeri;07/09/2022;Dian;NULL
445/50570/102.9/2022;Penting;Surat Pengntar;Perjanjian Kerja Sama antara CV Timdis dengan RSUD dr. Soedono Madiun tentang Pengelolaan Limbah Padat Medis non lnfeksius/ Sampah Rumah Sakit;06/09/2022;Dian;NULL
445/50282/102.9/2022;Biasa;Surat Permohonan;Jawaban Permohonan Data Akreditasi;05/09/2022;Dian;NULL
445/50280/102.9/2022;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara RSU Aisyiyah Ponorogo dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Rujukan Pelayanan dan Penunjang Medis.;05/09/2022;Dian;NULL
640/49482/102.9/2022;Segera;Lain-lain;Konfirmasi tentang Pekerjaan Konstruksi Gedunq Parkir;31/08/2022;Dian;NULL
445/49509/102.9/2022;Penting;Lain-lain;Usulan Perubahan Pengelola Keuangan Pada SKPD TA.2022;31/08/2022;Dian;NULL
RSSM/ND/UMM/150/2022;Penting;Nota Dinas;Pemberhentian Tenaga Pendidik dan Pembimbing Klinik;22/08/2022;Dian;TU
800/47.893/1 02.912022;Penting;Surat Tugas;Menerima honorarium sebagai Pembawa Acara pada acara Citizen Charter di RSUD dr. Soedono Provinsi Jawa Timur pada tanggal 23 Agustus 2022;22/08/2022;Dian;NULL
800/47892/102.9/2022;Penting;Surat Tugas;Menerima honorarium sebagai Moderator pada acara Citizen Charter di RSUD dr. Soedono Provinsi Jawa Timur pada tanggal 23 Agustus 2022.;22/08/2022;Dian;NULL
445/46366/102.9/2022;Penting;Surat Pengntar;Perjanjian Kerja Sama antara PPDS Ortopedi dan Traumatologi Fakultas Kedokteran Universitas Brawijaya dengan RSUD dr. Soedono Madiun tentang Pengembangan Rumah Sakit Jejaring Program Dokter Spesialis Ortopedi dan Traumatologi Fakultas Kedokteran Universitas Brawllayal RSUD Dr. Saiful Anwar Malang;18/08/2022;Dian;TU
RSSM/ND/UMM/143/2022;Penting;Nota Dinas;Penggiatan kembali senam pagi hari jumat;18/08/2022;Dian;TU
445/45994/102.9/2022;Penting;Surat Keterangan;Surat Keterangan kelahiran an. Ny. Sringatun;16/08/2022;Dian;TU
RSSM/ND/UMM/193/2022;Penting;Nota Dinas;Pengosongan Area Parkir Depan Instalasi Rawat Jalan;11/08/2022;Dian;TU
RSSM/ND/UMM/194/2022;Penting;Nota Dinas;Pengosongan Area Parkir Depan Instalasi Rawat Jalan;11/08/2022;Dian;TU
445/   /102.9/2022;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Fakultas llmu Kesehatan Universitas Brawijaya dengan RSUD dr. Soedono Madiun tentang Penyelenggaraan Pendidikan, Penelitian dan Pengabdian Masyarakat di RSUD dr. Soedono Madiun sebagai Rumah Sakit Jejaring Pendidikan.;11/08/2022;Dian;TU
445/45033/102.9/2022;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara UPT Puskesmas Saradan dengan RSUD dr. Soedono Madiun tentang Pelayanan Rujukan Lanjutan.;09/08/2022;Dian;TU
445/45032/102.9/2022;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara UPT Puskesmas Kwadungan Kabupaten Ngawi dengan RSUD dr. Soedono Madiun tentang Pelayanan Rujukan Lanjutan;09/08/2022;Dian;TU
445/45034/102.9/2022;Penting;Surat Pengntar;Hasil Audit an. Ny. Alfian Novia Yungki;09/08/2022;Dian;NULL
442/44831/102.9/2022;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan Juli2022;08/08/2022;Dian;NULL
800/43991/102.9/2022;Biasa;Surat Tugas;Melaksanakan tugas penandatanganan MOU Pelayanan Kerohanian Non Muslim di RSUD dr. Soedono Provinsi Jawa Timur yang di laksanakan pada tanggal 4 Agustus 2022 di madiun;04/08/2022;NULL;TU
445/43834/102.9/2022;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara RSUD Dungus dengan RSUD dr. Soedono Madiun tentang Pelayanan Tenaga Medis Spesialis Obstetri dan Ginekologi.;03/08/2022;Dian;TU
445/43.627/102.9/2022;Penting;Surat Permohonan;Permohonan CSR Ambulance;02/08/2022;Dian;TU
445/43213/102.9/2022;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara UPTD Puskesmas Maospati dengan RSUD dr. Soedono Madiun tentang Pelayanan Kesehatan Rujukan Lanjutan.;29/07/2022;Dian;TU
445/42673/102.9/2022;Penting;Lain-lain;Jawaban Permohonan lnformasi Obat;27/07/2022;Dian;NULL
445/42194/102.9/2022;Penting;Lain-lain;Penjelasan Surat Keterangan Sakit Atas Nama Sdr. DHARTO;26/07/2022;Dian;NULL
445/41790/102.9/2022;Penting;Lain-lain;Tindak Lanjut Reviu Penggunaan Anggaran BTT 2022 Tahap l dan ll;22/07/2022;Dian;TU
445/41179/102.9/2022;Penting;Surat Keterangan;Surat Keterangan Kelahiran an. Ny. Fani Aprilia M;19/07/2022;Dian;TU
445/41180/102.9/2022;Penting;Lain-lain;Evaluasi, Identifikasi/ Pemetaan Kerja Sama Daerah;19/07/2022;Dian;TU
RSSM/ND/UMM/113/2022;Penting;Nota Dinas;Pengumpulan Pedoman Pengorganisasian Unit, Pedoman Pelayanan Unit dan SPO (Standar Prosedur Operasional);08/07/2022;Dian;TU
445/29979/102.9/2022;Segera;Lain-lain;Rencana Kegiatan Peringatan Hari Jadi Ke77 Provinsi Jatim Tahun 2022 RSUD dr. Soedono Madiun;06/07/2022;Dian;TU
442/30102/102.9/2022;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan Juni 2022;06/07/2022;Dian;TU
445/29982/102.9/2022;Penting;Lain-lain;Pembatalan Perjanjian Kerja Sama;06/07/2022;Dian;TU
445/29839/102.9/2022;Penting;Lain-lain;Jawaban Klarifikasi Pengalaman Kerja Personil Managerial;05/07/2022;Dian;TU
445/29419/102.9/2022;Penting;Surat Pengntar;Hasil Audit Perinatal  a.n By. Ny. Deni Mutiah;04/07/2022;Dian;TU
445/29306/102.9/2022;Penting;Surat Pengntar;Perjanjian Kerja Sama antara Politeknik Kesehatan Kemenkes Surakarta dengan RSUD dr. Soedono Madiun tentang Pelaksanaan Tri Dharma Perguruan Tinggi;01/07/2022;Dian;TU
RSSM/ND/UMM/112/2022;Penting;Nota Dinas;Permohonan Ukuran Kaos Olah Raga;01/07/2022;Dian;TU
445/29109/102.9/2022;Penting;Lain-lain;Usulan Tim KMKB dari RSUD dr. Soedono Madiun;01/07/2022;Dian;TU
445/29305/102.9/2022;Penting;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Fakultas Ilmu Kesehatan Universitas Muhammadiyah Ponorogo dengan RSUD dr. Soedono Madiun tentang Praktik Klinik Keperawatan Fakultas Ilmu Kesehatan Universitas Muhammadiyah Ponorogo di RSUD dr. Soedono Madiun;01/07/2022;Dian;TU
800/ 29.326/102.912022;Penting;Surat Tugas;SPT Tim Pembelian Bidang Tanah dan Bangunan oleh RSUD dr. Soedono;01/07/2022;Dian;TU
445/29030/102.9/2022;Penting;Lain-lain;Usulan Sekretaris Dewan Pengawas RSUD dr. Soedono Madiun;30/06/2022;Dian;TU
445/28864/102.9/2022;Penting;Lain-lain;Evaluasi Kelembagaan Tahun 2022;30/06/2022;Dian;NULL
445/26946/102.9/2022;Penting;Lain-lain;Data Pemantapan Mutu;30/06/2022;Dian;NULL
800/27771/102.9/2022;Penting;Surat Tugas;Melaksanakan tugas sebagai Panitia Kegiatan Citizens Chafter yang akan dilaksanakan pada bulan Juli 2022 di RSUD dr. Soedono Madiun.;23/06/2022;Dian;TU
445/25758/102.9/2022;Biasa;Surat Pengntar;Perjanjian Kerja Sama antara STIKES Buana Husada Ponorogo dengan RSUD dr. Soedono Madiun tentang Penyelenggaraan Tri Dharma Perguruan Tinggi STIKES Buana Husada Ponorogo di RSUD dr. Soedono Madiun;13/06/2022;Dian;TU
442/25766/102.9/2022;Penting;Surat Pengntar;Laporan pemakaian metadon Bulan Mei 2O22;13/06/2022;Dian;TU
445/24293/102.9/2022;Segera;Surat Tugas;Melaksanakan tugas sebagai Panitia Peringatan Hari Raya Idul Adha 1443 H/2022 M yang akan dilaksanakan pada hari Sabtu tanggal 09 Juli 2022 di RSUD dr. Soedono Madiun;06/06/2022;Dian;NULL
RSSM/ND/UMMI 086 12022;Penting;Nota Dinas;Pelaksanaan Tugas PPTK dan Ketua Tim Teknis Pengadaan BarangiJasa Selama Cuti lbadah Haji (Berhalangan Sementara);06/06/2022;Dian;TU
445/22729/102.9/2022;Penting;Surat Keterangan;Surat Keterangan Kematian an. Tn Sri Budi Agung S;30/05/2022;Dian;NULL
445/22625/102.9/2022;Penting;Surat Keterangan;Surat Keterangan Kelahiran an. Ny Sumariyanti;27/05/2022;Dian;NULL
445/22626/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Politeknik Kesehatan Kementerian Kesehatan Malang dengan RSUD dr. Soedono Madiun tentang Praktek Klinik Mahasiswa Politeknik Kesehatan Kementerian Kesehatan Malang di RSUD dr. Soedono Madiun;27/05/2022;Dian;NULL
RSSM/ND/UMM/085/2022;Penting;Nota Dinas;Larangan Pengiriman Paket Atas Nama Pribadi di RSUD dr. Soedono Madiun;24/05/2022;Dian;TU
800/21711/102.9/2022;Biasa;Surat Tugas;Melaksanakan tugas sebagai Panitia Kegiatan Seminar dan Pembagian Sembako dalam rangka Peringatan Hari Thalasemia Sedunia pada tanggal 25 Mei 2022 di RSUD dr. Soedono Madiun;23/05/2022;Dian;NULL
800/21800/102.9/2022;Penting;Surat Tugas;Melaksanakan tugas sebagai Tim Pendamping/ Fasilitator dalam melaksanakan penyusunan Proporsal Inovasi Pelayanan Publik di masingmasing Bidang/ Bagian/ Instalasi/ Unit RSUD dr. Soedono Madiun tahun 2022, terhitung mulai tanggal 23 Mei s/d selesai;23/05/2022;Dian;TU
445/21598/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Politeknik Negeri Jember dengan RSUD dr. Soedono Madiun tentang Praktik Kerja Lapang Mahasiswa Jurusan Kesehatan Politeknik Negeri Jember di RSUD dr. Soedono Madiun;20/05/2022;Dian;TU
RSSM/ND/UMM/072/2022;Penting;Nota Dinas;Upacara Bendera Peringatan Hari Kebangkitan Nasional Provinsi Jawa Timur Tahun 2022;19/05/2022;Dian;TU
003.3/21208/102.9/2022;Penting;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera memperingati Hari Kebangkitan Nasional Ke114 Tahun 2022 di RSUD dr Soedono Madiun;19/05/2022;Dian;TU
445/20991/102.9/2022;Penting;Surat Permohonan;Permohonan informasi geotag RS dan penerbitan surat keterangan keamanan dan keselamatan lahan;18/05/2022;Dian;TU
445/20724/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara CV Surya Sakti dengan RSUD dr. Soedono Madiun tentang Sewa Peralatan Barang Inventaris di Lingkungan RSUD dr. Soedono Madiun;17/05/2022;Dian;TU
RSSM/ND/UMM/071/2022;Penting;Nota Dinas;Sosialisasi Hari Kerja dan Jam Kerja Bagi Pegawai di Lingkungan RSUD dr Soedono Madiun yang berlaku mulai tanggal 17 Mei 2022;12/05/2022;Dian;TU
445/20067/102.9/2023;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Dharma Wanita Persatuan dengan RSUD dr. Soedono Provinsi Jawa Timur tentang Pemakaian Lahan di Lingkungan RSUD dr. Soedono Provinsi Jawa Timur;11/05/2022;Dian;NULL
RSSM/ND/UMM/069/2022;Penting;Nota Dinas;Sosialisasi Pelaksanaan Gerakan Nasional Bangga Buatan lndonesia Pada Pengadaan Barang/Jasa di Lingkungan RSUD dr. Soedono Madiun;09/05/2022;Dian;TU
RSSM/ND/UMM/070/2022;Penting;Nota Dinas;Pengunduran jadwal kegiatan Halal Bihalal di Lingkungan RSUD dr Soedono Madiun;08/05/2022;Dian;NULL
445/18788/102.9/2022;Penting;Lain-lain;Data Alamat PPID Pelaksana RSUD dr Soedono Madiun;28/04/2022;Dian;TU
RSSM/ND/UMM/064/2022;Penting;Nota Dinas;Pencegahan Korupsi dan Pengendalian Gratifikasi terkait Hari Raya;28/04/2022;Dian;TU
RSSM/ND/UMM/065/2022;Penting;Nota Dinas;Larangan Penggunaan Kendaraan Dinas Selama Periode Hari Libur Nasional dan Cuti Bersama Hari Raya ldul Fitri 1443 Hijriah;28/04/2022;Dian;TU
RSSM/ND/UMM/066/2022;Penting;Nota Dinas;Kegiatan Sholat Idul Fitri 1443H dan Pengosongan Sebagian Parkir Karyawan Halaman Masjid Asy Syifa;28/04/2022;Dian;NULL
445/18792/102.9/2022;Penting;Lain-lain;Hasil Resume Medis a.n Muhammad Krisna;28/04/2022;Dian;TU
445/18814/102.9/2022;Penting;Lain-lain;Pemberitahuan Kegiatan Sholat Idul Fitri 1443H2022M di RSUD dr Soedono Madiun;28/04/2022;Dian;TU
RSSM/ND/UMM/067/2022;Penting;Nota Dinas;Permohonan Pengusulan Produk Katalog Elektronik Lokal;28/04/2022;Dian;TU
065/18789/102.9/2022;Penting;Lain-lain;Penyampaian Data Kendaraan Dinas;28/04/2022;Dian;TU
RSSM/ND/UMM/061/2022;Penting;Nota Dinas;Permintaan Data dan Daftar Hadir Pegawai untuk Kegiatan Halal Bihalal 1443H2022M;27/04/2022;Dian;TU
RSSM/ND/UMM/063/2022;Penting;Nota Dinas;Sosialiasi Surat Perintah Pelaksana Tugas Gubernur Jawa Timur Nomor  821 .212937 1204.412022 tentang Pengangkatan/Penunjukan dr. M. HAFIDIN ILHAM, Sp.An Sebagai Pelaksana Tugas Direktur RSUD dr. Soedono Madiun;27/04/2022;Dian;TU
RSSM/ND/UMM/060/2022;Penting;Nota Dinas;Sosialisasi Hari Kerja dan Jam Kerja Bagi Pegawai di Lingkungan RSUD dr Soedono Madiun yang berlaku mulai tanggal 9 Mei 2022;26/04/2022;Dian;TU
445/18549/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Addendum II Perjanjian Kerja Sama antara PT Asuransi Jiwa Inhealth Indonesia dengan RSUD dr Soedono Madiun tentang Pelayanan Kesehatan dan Obat bagi Peserta PT Asuransi Jiwa Inhealth Indonesia;26/04/2022;Dian;TU
800/18437/102.9/2022;Penting;Surat Tugas;Melaksanakan tugas sebagai Panitia Halal Bihalal Perayaan Idul Fitri 1 Syawal 1443H2022M yang akan dilaksanakan pada hari Senin tanggal 09 Mei 2022 di Gedung Seba Guna RSUD dr Soedono Madiun;26/04/2022;Dian;TU
445/18456/102.9/2022;Penting;Lain-lain;Penyampaian Nota Dinas Sosialisasi Hari Kerja dan Jam Kerja Pegawai RSUD dr. Soedono Madiun;26/04/2022;Dian;TU
445/17899/102.9/2022;Penting;Surat Permohonan;Permohonan Izin Operasional Unit Kateterisasi Jantung (Cath Lab) RSUD dr Soedono Madiun;22/04/2022;Dian;TU
445/17900/102.9/2022;Penting;Lain-lain;Komitmen Rumah Sakit terkait Perpanjangan Sertifikat Akreditasi;22/04/2022;Dian;TU
445/17973/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Addendum Perjanjian Kerja Sama antara STIKes Mitra Husada Karanganyar dengan RSUD dr Soedono Madiun tentang Praktik Lapangan, Penelitian, Pengabdian kepada Masyarakat dan Magang untuk Mahasiswa dan Dosen STIKes Mitra Husada Karanganyar;22/04/2022;Dian;TU
445/17974/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara RSIA Sekar Wangi Magetan dengan RSUD dr Soedono Madiun tentang Pelayanan Kesehatan Rujukan;22/04/2022;Dian;TU
445/17978/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara PT INKA Multi Solusi Service dengan RSUD dr Soedono Madiun tentang Pelayanan Kesehatan bagi Karyawan Tetap PT INKA Multi Solusi Service dan Keluarganya serta Karyawan Organik PT INKA (Persero) yang ditugaskan di PT INKA Multi Solusi Service;22/04/2022;Dian;TU
445/17641/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara RSUD DR. Harjono S. Ponorogo;21/04/2022;Dian;TU
445/17049/102.9/2022;Penting;Lain-lain;Pelaporan INM dan IKP;19/04/2022;Dian;TU
RSSM/ND/UMM/049/2022;Penting;Nota Dinas;Hari libur Nasional dan Cuti Bersama Tahun 2022;18/04/2022;Dian;TU
445/16822/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara Fakultas Ilmu Kesehatan Universitas Brawijaya dengan RSUD dr Soedono Madiun tentang Penyelenggaraan Pendidikan, Penelitian dan Pengabdian Masyarakat di RSUD dr Soedono Madiun sebagai Rumah Sakit Jejaring Pendidikan;18/04/2022;Dian;TU
445/16500/102.9/2022;Penting;Surat Undangan;Undangan Kegiatan Bulan Ramadhan;14/04/2022;Dian;TU
800/16077/102.9/2022;Biasa;Surat Tugas;Melaksanakan tugas sebagai Panitia Inti Kegiatan Tadarus Online pada tanggal 15 Ramadhan 1443 H/ 17 April 2022;12/04/2022;Dian;TU
RSSM/ND/UMM/048/2022;Penting;Nota Dinas;Jadwal Jaga Lebaran;12/04/2022;Dian;TU
445/15777/102.9/2022;Penting;Lain-lain;Penyampaian Rekapitulasi Laporan Tindakan Gratifikasi;08/04/2022;Dian;TU
442/15783/303/2022;Penting;Surat Pengntar;Laporan pemakaian metadon bulan Maret 2022;08/04/2022;Dian;TU
445/15448/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara PT Alat Bantu Dengar Indonesia (PT ABDI) dengan RSUD dr Soedono Madiun tentang Pelayanan Pengadaan dan Perawatan Alat Bantu Dengar;07/04/2022;Dian;TU
RSSM/ND/UMM/047/2022;Penting;Nota Dinas;Panduan Ibadah Ramadhan dan Idul Fitri 1 Syawal 1443 H/ 2022 M;07/04/2022;Dian;TU
RSSM/ND/TU/046/2022;Penting;Nota Dinas;Pengiriman Barang Inventaris;06/04/2022;Dian;TU
445/14718/102.9/2022;Penting;Surat Keterangan;Surat Keterangan an Ny Reni Zuliawati;05/04/2022;Dian;TU
445/14588/102.9/2022;Penting;Surat Keterangan;Surat Keterangan Kematian an Ny Vida Nurkhayati;04/04/2022;Dian;TU
RSSM/ND/TU/039/2022;Penting;Nota Dinas;Penyesuaian Jam Kerja Bagi Pegawai ASN di Lingkungan RSUD dr Soedono Madiun Pada Bulan Ramadhan 1443 H;04/04/2022;Dian;TU
445/14331/102.9/2022;Penting;Lain-lain;Teguran Perbaikan Kinerja Pengelolaan Parkir;01/04/2022;Dian;TU
445/13326/102.9/2022;Penting;Lain-lain;Penyampaian Data PPID;29/03/2022;Dian;TU
800/13628/102.9/2022;Segera;Surat Tugas;Melaksanakan tugas sebagai Tim RSUD dr.Soedono Madiun dalam rangka Kunjungan Wakil Presiden RI ke Ponorogo dan Kota Surabaya Prov. Jatim pada tanggal 30 Maret 2022;29/03/2022;Dian;TU
445/13415/102.9/2022;Penting;Lain-lain;Pemberitahuan Kerja Sama Rujukan Pelayanan dan Penunjang Medis;28/03/2022;Dian;TU
445/13414/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara RSUD Dungus dengan RSUD dr Soedono Madiun tentang Pelayanan Tenaga Medis Spesialis Anak;28/03/2022;Dian;TU
445/13414/102.9/2022;Biasa;Surat Pengntar;Surat Pengantar Perjanjian Kerja Sama antara RSUD Dungus dengan RSUD dr.Soedono Madiun tentang Pelayanan Tenaga Medis Spesialis Anak;28/03/2022;Dian;TU
RSSM/ND/TU/038/2022;Penting;Nota Dinas;Himbauan Mengunjungi Bazar dan Pameran Canthing Jawi Wetan Go Global;25/03/2022;Dian;TU
445/13229/102.9/2022;Penting;Lain-lain;Penyampaian Jadwal Rapat Koordinasi RSUD dr SOedono Madiun Tahun 2022;25/03/2022;Dian;TU
445/12963/102.9/2022;Penting;Surat Tugas;Melaksanakan tugas sebagai Panitia Kegiatan Ramadhan dan Idul Fitri 1443 H/ 2022 M yang akan dilaksanakan selama bulan Ramadhan di RSUD dr Soedono Madiun;24/03/2022;Dian;TU
445/12914/102.9/2022;Penting;Lain-lain;Data Badan Layanan Umum Daerah (BLUD) Provinsi;23/03/2022;Dian;NULL
445/12913/102.9/2022;Penting;Lain-lain;Pengamanan Pembangunan Strategis (PPS);23/03/2022;Dian;NULL
015/037/102.9/2022;Segera;Nota Dinas;Permintaan Jadwal Rapat Koordinasi dan Sosialisasi;23/03/2022;Dian;TU
RSSM/ND/TU/036/2022;Penting;Nota Dinas;Penyesuaian Jadwal Kerja selama PPKM Level 3 COVID19 tanggal 22 Maret s/d 4 April 2022;22/03/2022;Dian;TU
445/12630/102.9/2022;Penting;Surat Permohonan;Permohonan Izin Operasional;22/03/2022;Dian;NULL
445/12508/102.9/2022;Penting;Lain-lain;Pemberitahuan Kerja Sama Pemeriksaan Sampel SWAB PCR Dalam Rangka Penanganan COVID19 (RSU Muhammadiyah Ponorogo);21/03/2022;Dian;TU
445/12507/102.9/2022;Penting;Lain-lain;Pemberitahuan Kerja Sama Pemeriksaan RTPCR di Laboratorium RSUD dr Soedono Madiun (RSU Aisyiyah Ponorogo);21/03/2022;Dian;TU
445/12506/102.9/2022;Penting;Lain-lain;Pemberitahuan Kerja Sama Pemeriksaan RTPCR di Laboratorium RSUD dr Soedono Madiun (General Manager Sekretaris Perusahaan PT Industri Kereta Api (Persero);21/03/2022;Dian;TU
442/12013/303/2022;Biasa;Surat Pengntar;Laporan pemakaian metadon Bulan Pebruari 2022;17/03/2022;Dian;TU
